onet_soc_code,E_j,classification,S,uncertain
17-2199.06,77.79038505354295,Complemented,0.999572110058795,FALSE
17-2199.07,77.6171620993962,Complemented,0.999999986052282,FALSE
17-2199.08,80.8123493630208,Complemented,0.9759073758676952,FALSE
17-2199.09,80.13150717419659,Complemented,1,FALSE
17-2199.10,79.94790888722926,Complemented,0.9827098505885772,FALSE
17-2199.11,82.23420836751434,Complemented,0.929415576569778,FALSE
17-3011.00,82.48743826497744,Substituted,0.8621205561412753,FALSE
17-3012.00,79.54463400119025,Complemented,0.9129988399133434,FALSE
17-3013.00,80.8761546356483,Complemented,0.8863924998617663,FALSE
17-3021.00,67.0839983200336,Complemented,0.9465452082186313,FALSE
17-3022.00,76.3971618134906,Complemented,0.9974059393109114,FALSE
17-3023.00,75.800538804269,Complemented,0.9756870250006237,FALSE
17-3024.00,72.99149711509263,Complemented,0.961894698944145,FALSE
17-3024.01,70.98632979372638,Complemented,0.9812018223638765,FALSE
17-3025.00,71.88966451344032,Complemented,0.9507485065504554,FALSE
17-3026.00,82.0455298013245,Complemented,0.9127464619036504,FALSE
17-3026.01,74.15739847851707,Complemented,0.9795528930295595,FALSE
17-3027.00,80.33347998240208,Complemented,0.9757130501873247,FALSE
17-3027.01,74.76590144758006,Complemented,0.9964740193763191,FALSE
17-3029.01,76.80715983778492,Complemented,0.9984657050239399,FALSE
17-3029.08,64.25287885766926,Complemented,0.9650796927433684,FALSE
17-3031.00,82.12660451290368,Substituted,0.8414574671736932,FALSE
19-1011.00,79.4704092920354,Complemented,0.9999999842958652,FALSE
19-1012.00,74.76985381272226,Complemented,0.99471669247880945,FALSE
19-1013.00,77.35712712051111,Complemented,0.9996526244915945,FALSE
19-1021.00,81.90675310642895,Complemented,0.9999999919718962,FALSE
19-1022.00,75.91088570911067,Complemented,0.9999719174865743,FALSE
19-1023.00,75.67504051863855,Complemented,0.9755499526541757,FALSE
19-1029.01,81.97174742195227,Complemented,0.9733035014788715,FALSE
19-1029.02,76.48528347406514,Complemented,0.9961485957228869,FALSE
19-1029.03,79.52377770353046,Complemented,0.9865695601604763,FALSE
19-1029.04,73.96881932462409,Complemented,0.9883631524131615,FALSE
19-1031.00,73.79608721882272,Complemented,0.9802780821401046,FALSE
19-1031.02,69.6836995401124,Complemented,0.9949560172147146,FALSE
19-1031.03,65.469130675526,Complemented,0.9836579691318247,FALSE
19-1032.00,68.47714007782099,Complemented,0.9945025948152161,FALSE
19-1041.00,79.04079973992198,Complemented,0.9956015836936004,FALSE
19-1042.00,77.23265093684941,Complemented,0.9935329599662095,FALSE
19-2011.00,73.90869434416366,Complemented,0.9900360866337726,FALSE
19-2012.00,84.45599797108801,Complemented,0.9987059789798192,FALSE
19-2021.00,82.09386992029911,Complemented,0.9761456693787166,FALSE
19-2031.00,76.56333765672287,Complemented,0.9981412751680911,FALSE
19-2032.00,77.5109350237718,Complemented,0.995509322357049,FALSE
19-2041.00,79.37956012116422,Complemented,0.9988997185541332,FALSE
19-2041.01,83.19329491880566,Complemented,0.9983130421442695,FALSE
19-2041.02,79.93712943282247,Complemented,0.9999999557547997,FALSE
19-2041.03,83.06996509333742,Complemented,0.9843893080563305,FALSE
19-2042.00,78.90038743004737,Complemented,0.9996131476021528,FALSE
19-2043.00,76.92002262443441,Complemented,0.9994134783817878,FALSE
19-2099.01,78.72379206212253,Complemented,0.9438100011065071,FALSE
19-3011.00,81.28332707472775,Complemented,0.9999999478634698,FALSE
19-3011.01,83.95163544870002,Complemented,0.9994617799080332,FALSE
19-3022.00,80.19203606311045,Complemented,0.9435143980277388,FALSE
19-3032.00,79.04864311315923,Complemented,0.9994552395010949,FALSE
19-3033.00,71.2235758407687,Complemented,0.9906931032127726,FALSE
19-3034.00,70.2422409258285,Complemented,0.9732031364801231,FALSE
19-3039.02,72.8074460916442,Complemented,0.9946750803551042,FALSE
19-3039.03,71.54791745790607,Complemented,0.9961297552814498,FALSE
19-3041.00,75.79473144030105,Complemented,0.9999778977194458,FALSE
19-3051.00,77.6076873798847,Complemented,0.9988069877004347,FALSE
19-3091.00,71.17936493658364,Complemented,0.9918772235318735,FALSE
19-3092.00,79.9534983853606,Complemented,0.9180549306848207,FALSE
19-3093.00,76.45115476506507,Complemented,0.9865360727855998,FALSE
19-3094.00,75.24131082423038,Complemented,0.9980061189358956,FALSE
19-3099.01,81.77764608273083,Complemented,0.9854984565428715,FALSE
19-4012.00,65.29740093736683,Complemented,0.9491891638190668,FALSE
19-4012.01,84.48552730933804,Substituted,0.8585585161139956,FALSE
19-4013.00,70.56409870598856,Complemented,0.8969828357728471,FALSE
19-4021.00,68.6301943198804,Complemented,0.989543825536946,FALSE
19-4031.00,72.9261345852895,Complemented,0.9922654097506639,FALSE
19-4042.00,70.237332723321515,Complemented,0.9606522414547303,FALSE
19-4043.00,71.71351221273012,Complemented,0.927587353884052,FALSE
19-4051.00,68.80933567456833,Complemented,0.9886415404464598,FALSE
19-4051.02,72.48268809349891,Complemented,0.9049137931143019,FALSE
19-4061.00,79.14479166666666,Complemented,0.9149915300143111,FALSE
19-4071.00,66.51834729846865,Complemented,0.9323859329406224,FALSE
19-4092.00,71.98688390203914,Complemented,0.9608395268842089,FALSE
19-4099.01,78.41217026378895,Complemented,0.9512841150349545,FALSE
19-4099.03,80.41467043594704,Complemented,0.9318878334462877,FALSE
19-5011.00,71.4312559467174,Complemented,0.9659122571968439,FALSE
19-5012.00,69.24424759641353,Complemented,0.9715611936918324,FALSE
21-1011.00,63.00808141275066,Complemented,0.9598992565764944,FALSE
21-1012.00,65.89340519499962,Complemented,0.9558271859176017,FALSE
21-1013.00,64.964124812281,Complemented,0.9789026814918413,FALSE
21-1014.00,61.89466840052016,Complemented,0.9225955384515621,FALSE
21-1015.00,67.07264407264407,Complemented,0.9825808367397714,FALSE
21-1021.00,61.48625744388454,Complemented,0.9697737873317078,FALSE
21-1022.00,67.17986655062374,Complemented,0.9746299310341157,FALSE
21-1023.00,67.23375870069607,Complemented,0.9869528977061901,FALSE
21-1091.00,76.72736204355655,Complemented,0.9489403839993026,FALSE
21-1092.00,67.26321825897466,Complemented,0.9788028401645581,FALSE
21-1093.00,65.8559155990957,Complemented,0.9448321824336944,FALSE
21-1094.00,65.25936571811822,Complemented,0.9784471823720341,FALSE
21-2011.00,50.37266088544044,Complemented,0.9564702177780641,FALSE
21-2021.00,66.68768942127292,Complemented,0.9405910229041917,FALSE
23-1011.00,74.88820844004007,Complemented,0.9735211964272453,FALSE
23-1012.00,75.71182531139475,Complemented,0.9456545825600298,FALSE
23-1021.00,73.79555997349239,Complemented,0.9516430019650898,FALSE
23-1022.00,73.49066390041494,Complemented,0.9488392466145672,FALSE
23-1023.00,55.38984557271415,Complemented,0.9413736278924104,FALSE
23-2011.00,75.78347183748843,Complemented,0.9407686508042571,FALSE
23-2093.00,84.09313504581641,Substituted,0.8648724411236891,FALSE
25-1011.00,65.95428045412703,Complemented,0.9489111583792038,FALSE
25-1021.00,68.079928599762,Complemented,0.9553852074060886,FALSE
25-1022.00,66.55602887232278,Complemented,0.9540393349383487,FALSE
25-1031.00,65.04308943089428,Complemented,0.9496990794869811,FALSE
25-1032.00,66.35308137555327,Complemented,0.9732501634238964,FALSE
25-1041.00,65.10054286360554,Complemented,0.9445231273084622,FALSE
25-1042.00,65.29597529388323,Complemented,0.949129204513849,FALSE
25-1043.00,66.35395728643218,Complemented,0.9460781994121304,FALSE
25-1051.00,66.12505451373744,Complemented,0.9439083389104546,FALSE
25-1052.00,63.62654552266767,Complemented,0.963117017589979,FALSE
25-1053.00,66.6888528138528,Complemented,0.9570300726024258,FALSE
25-1054.00,64.39262766317212,Complemented,0.959036685940317,FALSE
25-1061.00,64.23269045323049,Complemented,0.9441744990248244,FALSE
25-1062.00,66.09173893199456,Complemented,0.9317769002902135,FALSE
25-1063.00,64.99418388813265,Complemented,0.9402310422379245,FALSE
25-1064.00,66.67962231005711,Complemented,0.9510459648487872,FALSE
25-1065.00,64.30092702638461,Complemented,0.9395103688605937,FALSE
25-1066.00,65.92652329749106,Complemented,0.9566215490907133,FALSE
25-1067.00,64.24114117513867,Complemented,0.9443853495725372,FALSE
25-1071.00,65.46806515879527,Complemented,0.9467793586607847,FALSE
25-1072.00,61.82495961914477,Complemented,0.937789354636213,FALSE
25-1081.00,67.61308497182938,Complemented,0.9686031901136876,FALSE
25-1082.00,67.27696822505565,Complemented,0.9447366132390612,FALSE
25-1111.00,66.013174475885,Complemented,0.9406806041206995,FALSE
25-1112.00,66.77299480669357,Complemented,0.9599447031836397,FALSE
25-1113.00,63.30367772108844,Complemented,0.9306623198547616,FALSE
25-1121.00,63.014640883977904,Complemented,0.9381324846474105,FALSE
25-1122.00,64.37277071919804,Complemented,0.9397408952194566,FALSE
25-1123.00,66.34929647000737,Complemented,0.9528613512608379,FALSE
25-1124.00,66.36258064516132,Complemented,0.9465139267022192,FALSE
25-1125.00,67.0259012580611,Complemented,0.9520810130486413,FALSE
25-1126.00,66.80284788145404,Complemented,0.9418781442739326,FALSE
25-1192.00,66.70712765957447,Complemented,0.9540161904541968,FALSE
25-1193.00,67.63345356176737,Complemented,0.9649802748869991,FALSE
25-1194.00,71.66679007774898,Complemented,0.9568641014379954,FALSE
25-2011.00,47.872256888452625,Complemented,0.9317873994443171,FALSE
25-2012.00,53.24362129257868,Complemented,0.9337696421766328,FALSE
25-2021.00,62.9128857779192,Complemented,0.9623248978300187,FALSE
25-2022.00,62.00045092439501,Complemented,0.9475244536142219,FALSE
25-2023.00,60.13467639593909,Complemented,0.9540723494359463,FALSE
25-2031.00,63.31073973532408,Complemented,0.95827607486802,FALSE
25-2032.00,61.88852763585694,Complemented,0.9525192977141158,FALSE
25-2051.00,56.93494764397903,Complemented,0.9470846247659761,FALSE
25-2056.00,62.84345365555215,Complemented,0.9528288129939385,FALSE
25-2057.00,62.026165884194064,Complemented,0.9498713855787255,FALSE
25-2058.00,61.787845938018094,Complemented,0.9557382581493941,FALSE
25-2059.01,65.44443129364421,Complemented,0.9532489632516263,FALSE
25-3011.00,69.4161399382625,Complemented,0.9732908535634276,FALSE
25-3021.00,66.09256139728699,Complemented,0.9485084925924443,FALSE
25-3031.00,46.21955065037445,Unexposed,0.9453358757814411,FALSE
25-3041.00,77.45273432277043,Complemented,0.947087011344014,FALSE
25-4011.00,77.33351558228541,Complemented,0.9969351379788508,FALSE
25-4012.00,69.54684651841048,Complemented,0.9694116105982925,FALSE
25-4013.00,61.21995837441123,Complemented,0.9499808782873568,FALSE
25-4022.00,71.79502814258913,Complemented,0.9343726033956418,FALSE
25-4031.00,71.01107400246089,Substituted,0.8953286191152602,FALSE
25-9021.00,67.63674911660777,Complemented,0.9275179126716102,FALSE
25-9031.00,71.833,Complemented,0.9999286352453969,FALSE
25-9042.00,53.20268444284301,Complemented,0.9197933354302877,FALSE
25-9043.00,50.50343270099368,Complemented,0.9085786833790784,FALSE
25-9044.00,64.8077797085951,Complemented,0.9507376455240613,FALSE
27-1011.00,73.41138186771606,Complemented,0.9807596278904808,FALSE
27-1012.00,64.05236867547535,Complemented,0.9640085345919203,FALSE
27-1013.00,62.16839959225279,Complemented,0.9289909453622732,FALSE
27-1014.00,83.27068607068608,Complemented,0.9749330738146126,FALSE
27-1021.00,76.33072178696447,Complemented,0.9900192672362934,FALSE
27-1022.00,67.08271363339855,Complemented,0.9771423019913168,FALSE
27-1023.00,50.57985218508996,Complemented,0.9687749045058551,FALSE
27-1024.00,82.19766536964981,Complemented,0.8850385760529745,FALSE
27-1025.00,80.66701807228914,Complemented,0.9763776963771817,FALSE
27-1026.00,60.34005420054201,Complemented,0.9421197167955437,FALSE
27-1027.00,72.12798182506626,Complemented,0.9895921368379635,FALSE
27-2011.00,45.33003533568905,Complemented,0.9271659102130713,FALSE
27-2012.00,71.42594198708683,Complemented,0.9734061304076355,FALSE
27-2012.03,72.62570356472794,Complemented,0.9405380245768599,FALSE
27-2012.04,70.66303407714928,Complemented,0.9769368326015874,FALSE
27-2012.05,71.5747088186356,Complemented,0.9964770369917615,FALSE
27-2021.00,44.24307518371962,Complemented,0.9502542013725482,FALSE
27-2022.00,65.11739888104192,Complemented,0.9496681555075926,FALSE
27-2023.00,69.50059101654846,Complemented,0.9157035502582216,FALSE
27-2031.00,35.88304721030043,Unexposed,0.9228319012584519,FALSE
27-2032.00,56.00499785806083,Complemented,0.9453558181468799,FALSE
27-2041.00,71.40789234406256,Complemented,0.9677443972022509,FALSE
27-2042.00,58.46404174573056,Complemented,0.9505145162701527,FALSE
27-3011.00,73.12753315649867,Complemented,0.9069330598387452,FALSE
27-3023.00,75.63359152058705,Complemented,0.9804520093028155,FALSE
27-3031.00,76.7431007079902,Complemented,0.9959624641848764,FALSE
27-3041.00,76.32696752219923,Complemented,0.9595428820659194,FALSE
27-3042.00,81.6142270861833,Complemented,0.9331850772352415,FALSE
27-3043.00,80.59930861093652,Complemented,0.9192223504586666,FALSE
27-3043.05,72.62486317435497,Complemented,0.9999137869699802,FALSE
27-3091.00,76.49051833122631,Complemented,0.8783368543976561,FALSE
27-3092.00,79.37162367223065,Substituted,0.8491618715671676,FALSE
27-4011.00,70.08663442741025,Complemented,0.909903313473089,FALSE
27-4012.00,73.53204946662888,Complemented,0.9133127185663009,FALSE
27-4014.00,70.6360722119116,Complemented,0.9485081460218366,FALSE
27-4021.00,63.24141341485344,Complemented,0.9095387720153507,FALSE
27-4031.00,66.07471994456634,Complemented,0.9787526807873466,FALSE
27-4032.00,78.52488835638822,Complemented,0.9777284479321234,FALSE
29-1011.00,70.33306899286279,Complemented,0.9738875042288352,FALSE
29-1021.00,57.30173316273118,Complemented,0.9339637668516231,FALSE
29-1022.00,54.128952042628775,Complemented,0.9519405891658203,FALSE
29-1023.00,67.31742424242425,Complemented,0.9723443738862214,FALSE
29-1024.00,53.98725751236211,Complemented,0.9410059415383714,FALSE
29-1031.00,76.61627194773374,Complemented,0.9984993245070576,FALSE
29-1041.00,69.6176217147781,Complemented,0.9853729205890968,FALSE
29-1051.00,79.96295381575698,Complemented,0.9497658090402054,FALSE
29-1071.00,70.15869525380248,Complemented,0.974811040229987,FALSE
29-1071.01,63.436983176504135,Complemented,0.9612452452625659,FALSE
29-1081.00,61.29888268156424,Complemented,0.9479598193667227,FALSE
29-1122.00,71.32964695874097,Complemented,0.9999462168797651,FALSE
29-1122.01,61.18987197073616,Complemented,0.9603117856228415,FALSE
29-1123.00,67.20963808408935,Complemented,0.9661574301750444,FALSE
29-1124.00,68.886674086815745,Complemented,0.9387840105106693,FALSE
29-1125.00,64.23158756137481,Complemented,0.9678880996416056,FALSE
29-1126.00,63.4340737721622,Complemented,0.9343544018458897,FALSE
29-1127.00,72.35987165346434,Complemented,0.9856647617381119,FALSE
29-1128.00,70.77730844793713,Complemented,0.9865515268324074,FALSE
29-1129.01,62.41407362212731,Complemented,0.9733465336594791,FALSE
29-1129.02,64.22469037155412,Complemented,0.9754656683589441,FALSE
29-1131.00,63.260606751824795,Complemented,0.9498101884447413,FALSE
29-1141.00,69.61834448015287,Complemented,0.9840159580864727,FALSE
29-1141.01,68.95977158442,Complemented,0.9880557654200716,FALSE
29-1141.02,70.5074210578743,Complemented,0.9819736436111788,FALSE
29-1141.03,66.92385953396783,Complemented,0.9787446383825569,FALSE
29-1141.04,73.48530860144454,Complemented,0.9951903345627284,FALSE
29-1151.00,63.02542372881357,Complemented,0.9804654102118927,FALSE
29-1161.00,68.09521321070234,Complemented,0.9623839581973599,FALSE
29-1171.00,77.35156569372907,Complemented,0.9942226593684649,FALSE
29-1181.00,70.5100191856747,Complemented,0.9926606730649717,FALSE
29-1211.00,70.21391818883458,Complemented,0.9707216863305842,FALSE
29-1213.00,74.52164333851735,Complemented,0.9860617761743327,FALSE
29-1214.00,69.13844633814992,Complemented,0.9808605538378498,FALSE
29-1215.00,76.32939001848428,Complemented,0.9986576987381978,FALSE
29-1216.00,75.5923362809176,Complemented,0.9853154299469856,FALSE
29-1217.00,75.66898258303989,Complemented,0.9999605504943682,FALSE
29-1218.00,69.82760180995474,Complemented,0.9887249631965355,FALSE
29-1221.00,73.0347193056139,Complemented,0.9923401722776987,FALSE
29-1222.00,76.78443959429968,Complemented,0.9912482481465097,FALSE
29-1223.00,69.62945610103891,Complemented,0.9904269783943607,FALSE
29-1224.00,76.4763599389934,Complemented,0.9755494312561993,FALSE
29-1229.01,72.07781550650822,Complemented,0.9811131764381447,FALSE
29-1229.02,71.00650277557492,Complemented,0.9906423195311672,FALSE
29-1229.03,69.57278382581649,Complemented,0.9780435058442435,FALSE
29-1229.04,73.28782061127325,Complemented,0.9999999058692909,FALSE
29-1229.05,77.90523036563371,Complemented,0.9999996009972143,FALSE
29-1229.06,70.16874879876993,Complemented,0.986882701150121,FALSE
